Area_sqft,Bedrooms_BHK,Age_of_house,Floors,Distance_to_city_center_km,Property_tax_value,Location,House_type,Facing_direction,Furnishing,Nearby_schools_rating,Crime_rate,Parking_available,Road_width_ft,Amenities,Nearby_hospital_distance_km,Nearby_main_road_distance_km,Nearby_bus_stop_distance_km,Nearby_metro_distance_km,Traffic_density,Pollution_index,Demand_index,Appreciation_rate,Competitor_properties_nearby,Loan_amount,Loan_approved,Down_payment,Monthly_EMI,Household_income,Seller_type,Renovation_required,Condition_rating,Construction_material,Water_supply_type,Electricity_backup,Price_range_class,Sold
1683,2,12,1,25.44,26743,Kolkata,Apartment,East,Unfurnished,3.3,2.9,Yes,94,"Playground,Pool,Clubhouse,Garden",4.38,5.91,4.66,6.82,5.5,35.4,2.29,1.7,9,1215494,0,520297,62010,79413,Owner,1,1,Concrete,Municipal,Yes,1,0
1323,5,1,2,28.27,13345,Hyderabad,Villa,North,Unfurnished,1.1,9.6,Yes,68,"Garden,Gym",2.09,6.52,0.35,2.48,7.3,153,8.86,2.67,8,1550370,1,371947,52828,433327,Builder,1,2,Concrete,Municipal,No,0,1
1525,2,18,2,14.19,2069,Pune,Independent House,East,Semi Furnished,3.2,2.9,No,99,"Security,Playground",7.47,6.92,4.91,3.04,8.8,68,9.76,8.54,3,4785088,0,692782,14463,86051,Owner,1,4,Mixed,Borewell,No,1,0
1929,4,18,1,13.55,7956,Hyderabad,Villa,North,Unfurnished,1.5,3.3,Yes,25,"Gym,Lift",7.38,4.88,0.61,2.3,7.1,84.2,2.82,6.91,6,385011,1,1176274,135383,470813,Builder,1,4,Mixed,Borewell,No,1,0
1994,1,49,4,11.15,16761,Bangalore,Apartment,North,Unfurnished,4.9,5.6,Yes,45,"Playground,Garden,Gym,Clubhouse",1.57,3.97,1.11,2.03,2.6,77.3,8.1,5.45,2,704731,1,396198,125013,73394,Builder,1,1,Concrete,Municipal,Yes,1,1
646,4,37,1,22.18,11617,Bangalore,Apartment,West,Fully Furnished,2.4,5.5,No,28,"Pool,Gym,Garden",3.28,6.25,3.65,4.23,6.8,81.7,9.67,6.7,12,4042530,0,1102534,105503,328044,Agent,0,1,Brick,Both,No,0,1
4111,5,1,4,14.73,8074,Delhi,Studio,East,Fully Furnished,3,1.3,No,30,"Lift,Playground",14.56,2.06,2,2.96,9.8,115.1,4.89,7.8,14,2243240,1,177135,141368,216414,Builder,1,3,Mixed,Borewell,No,2,0
1960,3,25,2,21.84,4572,Mumbai,Independent House,North,Unfurnished,2.4,7.7,Yes,48,"Playground,Gym,Security,Lift",14.76,3.78,4.68,5.1,8.4,38,7.94,14.24,10,370950,1,617450,189231,157608,Owner,1,4,Mixed,Borewell,No,1,1
2800,4,5,1,16.54,3654,Bangalore,Studio,North,Unfurnished,2.9,1.9,No,46,"Pool,Garden",5.47,1.6,0.65,6.83,5.9,168.9,6.59,2.07,5,1579214,1,1161873,134350,64789,Owner,0,1,Mixed,Municipal,Yes,1,0
2643,2,19,4,33.55,20643,Bangalore,Independent House,West,Unfurnished,4.8,1.5,No,66,"Clubhouse,Gym,Pool",2.6,2.35,3.7,3.43,9,76,3.03,10.37,8,4402244,1,1601315,114518,281449,Builder,0,4,Mixed,Borewell,No,1,1
4264,1,22,4,3.39,18485,Hyderabad,Duplex,North,Fully Furnished,2,5.6,No,30,"Garden,Clubhouse",3.23,4.95,2.76,2.39,1.5,153.9,6.46,3.76,10,2928279,1,298348,63988,237291,Owner,0,1,Brick,Borewell,No,2,0
2339,2,14,3,23.1,24292,Mumbai,Independent House,West,Fully Furnished,3.9,1.4,No,94,"Lift,Playground,Clubhouse,Gym",1.68,0.77,4.3,3.87,8,136.1,6.88,14.52,12,1772938,1,1614814,88163,259563,Builder,1,1,Concrete,Both,Yes,1,0
5425,2,5,4,23.24,11923,Pune,Villa,North,Semi Furnished,4,2.8,No,22,"Security,Pool,Garden",1.74,3.45,0.65,5.9,6.7,150.4,9.71,9.69,3,769290,0,1519895,29672,244432,Builder,1,3,Concrete,Municipal,Yes,2,0
3469,4,27,1,15.66,7708,Mumbai,Independent House,East,Semi Furnished,1.8,4.5,No,10,"Playground,Clubhouse",3.3,5.91,4.53,5.26,2.6,125.1,2.15,8.07,1,664036,0,1229556,111978,331536,Agent,1,2,Mixed,Municipal,No,2,0
626,1,34,1,17.13,3361,Bangalore,Studio,East,Semi Furnished,3.9,6.4,Yes,44,"Garden,Gym,Clubhouse,Security",7.32,3.52,0.28,1.01,8,95.5,8.6,11.35,12,2984552,0,1093010,107311,306416,Builder,1,2,Concrete,Borewell,No,0,0
3947,3,10,4,32.11,26908,Mumbai,Apartment,East,Semi Furnished,3.6,8,No,59,"Pool,Gym",10.84,1.76,4.42,1.73,9.4,30.2,4.54,11.14,5,3365013,1,820466,153319,292404,Builder,0,2,Brick,Borewell,No,2,0
664,2,7,1,11.59,28828,Hyderabad,Apartment,West,Fully Furnished,2.2,3.6,Yes,62,"Garden,Clubhouse,Security,Gym",2.79,2.55,4.78,2.76,7.8,98.3,8.64,8.83,13,2563510,1,1499576,94616,378783,Owner,1,4,Mixed,Borewell,No,0,1
1795,1,49,2,34.92,14516,Chennai,Independent House,East,Semi Furnished,3.1,5.2,No,18,"Security,Pool,Gym",6.55,4.1,0.58,4.83,7.3,22,2.43,1.96,0,4804919,0,554617,125253,438810,Owner,0,4,Brick,Both,No,1,1
3957,3,48,2,35.91,21644,Mumbai,Duplex,West,Fully Furnished,3.4,9.6,No,95,"Clubhouse,Security,Garden",1.74,4.4,1.88,5.61,7.7,20,4.53,1.8,13,4241018,0,916412,155893,380637,Owner,0,4,Brick,Borewell,Yes,2,0
5953,2,23,1,26.2,19506,Kolkata,Apartment,South,Fully Furnished,4.3,4.5,No,66,"Lift,Pool",9.51,0.16,4.33,5.79,2,64.6,7.93,9.61,14,2488142,0,837451,106133,190119,Builder,1,1,Brick,Both,Yes,2,1
1045,1,20,4,31.03,3957,Pune,Apartment,West,Semi Furnished,1.5,7.4,No,15,"Garden,Lift,Security,Clubhouse",6.75,1.34,1.79,7.85,9,161.5,3.79,4.48,6,3027045,1,1583763,171947,294096,Owner,1,1,Mixed,Both,Yes,0,0
5914,4,48,2,24.71,12151,Pune,Apartment,South,Fully Furnished,4.9,3.4,Yes,57,"Gym,Lift",12.09,4.87,1.26,0.67,6.6,62.7,3.99,8.23,2,3242641,1,1488638,193548,155804,Builder,1,4,Mixed,Municipal,No,2,1
5969,2,35,4,21.25,15241,Chennai,Duplex,West,Unfurnished,4.1,6.6,Yes,68,"Clubhouse,Pool",13.29,0.67,1.04,2.95,3.6,149.8,9.52,7.62,3,4504729,0,1969045,10649,89935,Agent,0,3,Mixed,Both,No,2,1
3390,2,6,1,38.68,27035,Delhi,Studio,North,Semi Furnished,3.1,8.2,No,96,"Garden,Lift,Playground",4.03,5.97,3.21,2.21,1.7,119.3,2.12,12.26,5,3945335,0,765197,191905,340282,Owner,1,2,Concrete,Borewell,Yes,2,1
5883,1,4,3,11.66,27793,Kolkata,Independent House,West,Semi Furnished,4.1,9.2,Yes,76,"Security,Gym,Lift",6.31,2.21,0.94,0.3,7.9,150.1,5.74,11.93,1,4405844,0,24874,14915,346374,Agent,1,3,Concrete,Municipal,Yes,2,1
2299,2,28,2,6.59,25082,Bangalore,Duplex,North,Unfurnished,3.9,9.4,Yes,93,"Pool,Lift,Playground,Clubhouse",7.71,5.54,0.79,7.98,6.9,43.2,6.07,11.96,4,972619,0,1072069,121753,383503,Builder,1,4,Concrete,Both,Yes,1,0
2904,3,15,1,11.86,23369,Pune,Independent House,West,Semi Furnished,2.8,3.7,Yes,31,"Clubhouse,Gym",14.95,5.91,0.86,3.67,7,62.8,5.71,12.27,3,2949690,0,279412,176392,478916,Builder,1,3,Brick,Municipal,No,1,0
3172,2,5,2,24.78,25163,Chennai,Villa,West,Fully Furnished,2.3,2.8,No,30,"Gym,Clubhouse,Playground",13.78,6.57,3.37,3.49,5.2,142.3,5.11,7.39,11,1593674,0,1033521,63632,57029,Builder,0,1,Brick,Borewell,No,2,0
5745,5,13,4,7.81,15331,Chennai,Independent House,South,Fully Furnished,5,8.3,Yes,24,"Playground,Garden",14.56,4.99,4.14,4.3,8.7,162.1,7.57,11.37,4,789303,0,1543022,196075,254554,Agent,0,2,Concrete,Both,Yes,2,1
5477,3,1,3,36.4,19314,Bhubaneswar,Apartment,South,Fully Furnished,4.5,6.7,Yes,58,"Lift,Security,Clubhouse",7.23,6.05,4.28,5.84,9.1,123.7,9.7,14.19,7,1680231,0,841906,188534,278931,Agent,0,1,Concrete,Borewell,No,2,0
1554,1,24,3,16.74,26886,Mumbai,Duplex,North,Semi Furnished,4.8,4.7,No,88,"Lift,Garden",14.99,1.98,3.85,7.34,6.1,24,2.09,5.2,1,3269908,0,918340,181017,237932,Agent,1,3,Concrete,Municipal,Yes,1,0
987,3,30,1,34.07,4889,Bangalore,Duplex,North,Unfurnished,1.2,1.3,Yes,59,"Playground,Lift",0.97,0.21,1.75,5.39,8.1,192.2,3.71,2.53,5,3725240,1,1870714,83308,268066,Agent,0,2,Brick,Municipal,No,0,1
4971,5,49,2,10.34,24343,Hyderabad,Studio,East,Unfurnished,4.3,3.8,No,56,"Gym,Lift",14.53,4.79,0.38,6.81,8.1,155.9,4.57,14.69,0,1057934,0,1446356,41710,357977,Builder,0,4,Brick,Municipal,Yes,2,0
2221,5,49,3,12.87,17015,Bhubaneswar,Villa,East,Semi Furnished,4.6,2,No,88,"Clubhouse,Playground",3.29,1.87,3.39,0.35,7.1,197.9,5.12,14.61,14,3268993,0,1787755,14364,15496,Agent,0,3,Brick,Both,No,1,0
1385,2,12,2,2.84,15869,Bangalore,Studio,South,Fully Furnished,2.9,5.4,Yes,78,"Gym,Security,Playground,Pool",14.69,5.27,4.15,1.69,4.5,103,8.74,10.63,2,2058385,0,289082,115905,463747,Owner,0,3,Brick,Municipal,Yes,0,1
4479,2,17,4,10.68,9139,Kolkata,Studio,North,Fully Furnished,4.6,8.4,Yes,50,"Gym,Playground,Garden",7.1,2.69,3.78,3.93,4.5,21.5,7.39,14.9,7,4210621,0,1794939,129563,191553,Agent,0,2,Mixed,Municipal,Yes,2,0
3748,4,16,4,19.87,3758,Bangalore,Villa,East,Semi Furnished,1.4,3.8,Yes,93,"Lift,Security",8.9,5.4,4.27,6.77,2.9,63.6,9.47,9.54,4,3432588,1,1081073,31892,18176,Agent,1,4,Concrete,Municipal,No,2,1
4231,3,44,1,37.87,10081,Bangalore,Apartment,North,Semi Furnished,1.2,4.2,No,31,"Pool,Gym",13.66,5.36,3.07,4.08,1.3,34.5,4.26,9.09,3,1647507,0,1369452,31892,56238,Owner,0,1,Mixed,Both,No,2,0
1641,4,27,3,15.86,6341,Chennai,Duplex,South,Fully Furnished,2.2,8,Yes,86,"Playground,Lift,Gym,Security",14.77,3.15,4.15,3.4,4.3,184.5,4.86,4.11,3,1343110,1,390590,183349,439349,Builder,1,3,Mixed,Municipal,No,1,0
589,5,11,3,25.77,10146,Delhi,Independent House,North,Semi Furnished,1.1,5.1,Yes,71,"Security,Gym",2.99,6.03,2.89,3.44,6.9,133.3,4.13,2.85,6,1608886,0,1738666,16157,174208,Owner,0,4,Concrete,Municipal,Yes,0,0
5936,2,34,2,17.39,2471,Hyderabad,Villa,South,Unfurnished,3.7,7,Yes,87,"Security,Playground,Gym,Clubhouse",9.33,3.34,0.19,0.14,4.6,115.6,1.88,10.96,7,2109846,1,1455463,139462,27909,Agent,1,3,Brick,Borewell,No,2,1
1380,2,21,4,2.35,22801,Delhi,Studio,East,Unfurnished,4.7,2.7,Yes,19,"Security,Garden",10.55,6.72,1.25,1.81,6.6,76.4,5.33,6.81,3,4835006,0,1912658,118017,459320,Builder,1,2,Concrete,Municipal,No,0,0
2098,2,38,3,20.39,5180,Chennai,Independent House,North,Semi Furnished,2.2,3.3,No,83,"Clubhouse,Gym,Garden,Lift",10.77,0.38,2.64,0.15,8.4,62,6.35,5.33,12,4395999,0,1283859,45996,341424,Owner,0,2,Brick,Borewell,No,1,1
2115,1,0,1,3.1,12552,Delhi,Villa,North,Fully Furnished,3.6,6.7,Yes,28,"Pool,Security,Playground",3.55,3.84,0.72,6.69,6,155.9,5.32,11.26,9,2798768,0,987725,173727,25140,Builder,1,3,Mixed,Both,Yes,1,1
2993,5,36,1,35.41,9816,Bhubaneswar,Villa,East,Unfurnished,2.9,2,Yes,97,"Gym,Clubhouse",1.52,0.23,3.13,6.24,4.6,66.8,8.44,7.55,11,1065411,1,1502577,134535,420992,Agent,0,4,Concrete,Municipal,Yes,1,0
4536,2,20,3,30.24,19528,Delhi,Apartment,West,Semi Furnished,2,2.6,Yes,52,"Security,Playground,Pool,Garden",5.96,2.28,0.28,0.47,1.3,133.4,3.72,4.95,1,1809457,0,850007,52746,177337,Owner,0,2,Mixed,Borewell,Yes,2,0
5438,5,0,1,15.46,18482,Bhubaneswar,Apartment,West,Fully Furnished,4.7,3.9,No,74,"Lift,Clubhouse",12.27,3.29,2.18,0.36,4.5,95,9.12,5.21,1,1768335,1,1650089,70815,39249,Builder,0,2,Brick,Borewell,Yes,2,0
4833,2,3,3,25.79,22033,Mumbai,Duplex,South,Semi Furnished,4.8,2.6,No,36,"Gym,Clubhouse",14.57,1.28,3.6,4.79,6.5,129.6,2.68,9.67,3,1508007,1,1946504,122134,189852,Builder,1,1,Concrete,Municipal,Yes,2,0
5833,3,31,3,4.93,2493,Pune,Duplex,North,Semi Furnished,1.5,9.8,No,17,"Clubhouse,Garden,Security",6.95,5.72,0.91,5.86,8.8,107.8,6.92,4.48,2,1745316,1,1536795,197626,88028,Agent,0,1,Brick,Both,Yes,2,1
1498,5,0,3,28.25,4157,Hyderabad,Independent House,East,Semi Furnished,4.1,3.3,No,63,"Playground,Clubhouse,Lift,Security",13.76,2.99,2.93,0.66,3.6,56.5,5.12,12.77,9,1700313,1,59385,152008,44306,Agent,0,4,Brick,Borewell,Yes,0,0
2726,4,12,3,33,6579,Delhi,Duplex,South,Semi Furnished,1.8,9.6,Yes,90,"Pool,Clubhouse,Playground,Lift",10.97,1.1,2.57,0.41,4.3,66.9,5.58,9.57,2,1044651,0,1723709,9921,307924,Builder,1,1,Mixed,Municipal,Yes,1,0
3647,1,45,2,32.96,20561,Bhubaneswar,Villa,East,Semi Furnished,3,8.6,Yes,37,"Pool,Lift",2.21,2.11,3.74,1.06,4.6,182.5,4.34,14.21,13,2287550,0,530989,36650,427350,Agent,1,2,Mixed,Municipal,No,2,0
1295,4,46,3,11.73,11615,Chennai,Villa,West,Fully Furnished,2.4,4,Yes,53,"Playground,Gym",5.51,1.02,4.17,6.88,8.1,21.5,2.53,13.32,9,226314,1,862047,193821,305168,Owner,0,2,Mixed,Both,Yes,0,0
2074,5,16,1,10.92,15127,Kolkata,Villa,North,Unfurnished,2,5.9,No,33,"Clubhouse,Gym,Playground",11.29,3.85,2.23,3.13,7.3,42.5,2.68,12.88,0,3344690,0,801376,184455,58176,Owner,0,2,Brick,Both,No,1,1
3309,2,11,4,21.1,10697,Pune,Villa,South,Fully Furnished,3.7,4,No,74,"Security,Lift,Pool,Gym",6.98,3.33,4.96,2.27,1.9,54.9,2.01,3.79,4,2480420,1,774796,188528,427217,Agent,0,1,Mixed,Municipal,No,2,1
1330,5,6,2,38.73,25296,Chennai,Apartment,West,Unfurnished,4.4,7.3,Yes,17,"Pool,Lift,Garden",10.01,1.56,0.71,1.69,3.7,25.7,2.98,9.6,6,2712469,0,1047982,66093,233237,Builder,1,4,Concrete,Borewell,No,0,0
4784,1,2,4,36.86,14497,Bhubaneswar,Villa,West,Semi Furnished,4.1,4.3,Yes,11,"Gym,Pool,Garden,Clubhouse",11.51,6.8,4.6,5.35,9.1,102.8,1.17,12.69,14,2775811,1,33473,101083,29261,Agent,0,1,Mixed,Borewell,Yes,2,1
1123,5,49,4,14.71,10552,Hyderabad,Villa,North,Semi Furnished,3.9,5.2,No,27,"Clubhouse,Lift",14.72,4.65,2.44,7.11,7.5,107,1.51,3.49,2,1234434,1,211318,32615,165748,Builder,0,4,Concrete,Municipal,Yes,0,0
3340,2,25,4,31.3,10345,Mumbai,Villa,North,Fully Furnished,1.3,7.5,Yes,88,"Garden,Pool",13.81,2.31,4.36,6.62,8.5,70,4.37,14.25,5,1822632,0,1363164,54991,190970,Builder,1,4,Mixed,Both,No,2,1
1489,4,30,4,36.89,26491,Mumbai,Studio,North,Fully Furnished,1.4,4.7,Yes,70,"Pool,Security,Clubhouse,Lift",5.49,2.64,3.9,0.7,6.7,102.4,1.03,14.36,6,1143227,1,1204572,126942,108463,Owner,0,2,Brick,Borewell,Yes,0,1
4978,3,35,4,10.81,18004,Hyderabad,Independent House,North,Unfurnished,2.9,7.2,No,51,"Lift,Pool",12.14,6.6,2.59,1.76,8.4,131.1,9.08,7.97,1,1183316,0,1826443,67138,244795,Agent,1,4,Brick,Borewell,Yes,2,1
1335,4,25,1,33.3,18916,Kolkata,Independent House,South,Semi Furnished,3.2,4.3,No,49,"Garden,Clubhouse",5.9,4.09,3.03,5.61,7.7,36.7,8.78,11.47,12,70661,1,1613592,72423,46534,Builder,0,1,Mixed,Both,Yes,0,0
2695,2,2,3,11.08,24050,Delhi,Villa,North,Fully Furnished,3.9,4.6,Yes,13,"Clubhouse,Pool",9.87,0.87,1.47,6.44,7.8,100.8,7.53,11.53,6,4104481,0,1017365,134726,117765,Agent,0,1,Brick,Borewell,Yes,1,0
555,2,43,1,14.06,17719,Bhubaneswar,Villa,South,Semi Furnished,2.4,3.9,Yes,73,"Gym,Garden,Lift,Playground",1.39,5.66,2.92,2.09,5.3,64.3,8.91,2.07,11,4182421,0,1654318,104955,226654,Builder,1,2,Mixed,Municipal,Yes,0,0
1470,1,27,2,8.35,12203,Mumbai,Independent House,North,Semi Furnished,1.1,9.9,Yes,48,"Playground,Clubhouse,Pool,Lift",11.87,6.16,2.47,2.9,6.3,132.9,9.33,11.82,14,3206978,0,1946307,145282,342203,Agent,1,2,Concrete,Borewell,Yes,0,0
2358,5,43,1,20.53,4357,Hyderabad,Duplex,South,Semi Furnished,1.1,5.5,No,88,"Playground,Security,Pool",14.87,4.59,1.33,7.76,7,177.9,4.13,4.04,14,2546692,1,934268,89635,107345,Agent,0,4,Concrete,Municipal,No,1,0
2901,5,16,2,33.81,12975,Mumbai,Studio,South,Unfurnished,4.4,3,No,99,"Security,Clubhouse",8.31,0.43,1.33,4.71,2.1,166.1,4.61,12.43,2,4807677,0,1980949,27062,66448,Owner,1,2,Mixed,Borewell,Yes,1,1
4619,4,37,3,21.36,25163,Mumbai,Studio,North,Semi Furnished,1.5,6.1,Yes,86,"Security,Pool,Playground",14.02,2.14,1.29,7.18,9.1,106.5,9.36,4.63,2,2358614,0,1768209,160936,284341,Agent,1,1,Mixed,Municipal,No,2,0
5463,3,46,4,5.38,16063,Bangalore,Duplex,East,Unfurnished,4.7,5.2,No,19,"Gym,Lift,Pool",13.15,5.15,3.41,3.23,3.8,31.4,5.98,4.22,6,3583849,0,329725,192182,96431,Builder,0,3,Brick,Municipal,No,2,1
4230,3,29,3,10.45,3969,Delhi,Villa,South,Fully Furnished,2.3,8,Yes,43,"Garden,Security",0.67,1.85,2.21,1.85,3.4,137.3,6.72,12.37,5,4973892,1,730603,174677,382198,Agent,1,4,Mixed,Both,Yes,2,1
1254,1,1,1,22.73,6971,Mumbai,Independent House,South,Fully Furnished,3.3,9.4,No,36,"Pool,Clubhouse,Security",1.8,3.13,4.09,7.05,5.3,199.3,8.74,11.11,4,906266,0,1795737,52620,37052,Agent,1,4,Mixed,Both,Yes,0,0
1039,2,7,1,23.54,12539,Bhubaneswar,Studio,East,Semi Furnished,1.7,2,Yes,54,"Garden,Security,Lift",6.83,2.05,3.26,0.24,7.2,134.2,9.92,4.37,1,3972222,0,412719,109888,162443,Builder,0,1,Brick,Borewell,Yes,0,1
2638,1,13,3,23.29,14628,Hyderabad,Duplex,South,Semi Furnished,2.8,9.8,Yes,97,"Lift,Clubhouse,Gym,Security",4.34,0.8,2.3,6.51,6.6,25.2,6.37,5.88,0,2168118,1,84075,172015,380280,Builder,0,3,Brick,Both,No,1,0
2002,5,36,3,3.54,25555,Kolkata,Duplex,West,Unfurnished,4.5,2.5,Yes,19,"Gym,Pool,Lift,Playground",6.33,3.23,3.32,5.2,5.6,42.9,8.72,12.94,10,571347,1,753576,160131,52488,Agent,0,1,Mixed,Borewell,Yes,1,1
841,2,34,1,30.27,19018,Kolkata,Apartment,West,Semi Furnished,4.9,3.5,Yes,86,"Lift,Garden,Gym",7.9,4.43,4.17,3.14,1.9,83.1,9.13,8.95,11,796359,0,56560,114126,315778,Agent,1,4,Concrete,Borewell,No,0,0
5028,1,41,3,36.42,4601,Kolkata,Duplex,East,Semi Furnished,4.1,8,Yes,92,"Garden,Playground,Gym,Pool",7.42,2.1,4.48,3.67,9.6,156.3,9.8,9.77,5,3331237,1,1923725,141401,415045,Agent,0,3,Brick,Both,Yes,2,1
1736,4,38,2,20.67,19576,Delhi,Apartment,East,Semi Furnished,4.1,2.4,No,46,"Security,Pool,Lift,Playground",2.85,1.66,2.01,5.89,1,53.1,3.04,10.84,6,3975969,1,864659,125289,280134,Builder,0,2,Brick,Municipal,No,1,1
4100,5,10,2,28.89,17639,Kolkata,Apartment,North,Unfurnished,4.5,8.4,No,12,"Playground,Gym,Lift,Garden",2.65,0.96,3.09,5.33,4.9,29.2,5.43,2.17,0,2753662,0,1894047,13886,127677,Agent,1,1,Brick,Municipal,No,2,0
1348,3,14,1,36.6,27312,Delhi,Studio,South,Unfurnished,2,7.1,Yes,24,"Garden,Lift",6.5,4.8,2.11,3.94,8.6,115.9,4.61,9.66,8,1017038,0,106318,89482,408033,Builder,1,3,Concrete,Municipal,Yes,0,0
3773,1,1,1,25.88,29012,Bangalore,Villa,West,Semi Furnished,3.9,8.2,No,71,"Playground,Lift,Clubhouse",10.52,1.67,4.04,4.86,1.2,88.4,1.06,8.36,10,1174673,0,297683,198831,207594,Builder,0,4,Concrete,Both,No,2,1
859,5,36,3,27.14,27784,Kolkata,Villa,East,Semi Furnished,3.2,6.1,No,18,"Clubhouse,Playground,Gym",9.07,3.07,0.14,0.38,6.4,66.2,2.24,7.9,8,2953134,0,1976889,72971,463187,Builder,0,2,Mixed,Both,No,0,0
5046,5,42,3,29,28634,Hyderabad,Duplex,North,Fully Furnished,2,9.9,Yes,76,"Pool,Clubhouse,Garden",1.75,1.26,1.65,2.41,9.3,75.5,1.69,5.46,4,1626755,0,1693572,38120,80769,Owner,0,1,Brick,Municipal,No,2,0
792,3,31,4,10.79,24188,Bhubaneswar,Independent House,East,Unfurnished,1.2,6.3,Yes,13,"Playground,Garden",4.6,4.35,4.13,0.76,2.3,184.4,7.3,4.58,9,4512662,1,1426139,107940,474909,Builder,0,1,Mixed,Both,No,0,0
4338,3,39,2,23.52,2607,Pune,Independent House,West,Fully Furnished,1.8,4.6,No,38,"Lift,Security,Clubhouse,Gym",6.51,4.41,2.46,5.89,5.1,137.5,9.71,12.26,9,306196,0,1395055,78268,345531,Owner,1,4,Brick,Both,Yes,2,0
2187,3,12,1,33.77,8421,Kolkata,Apartment,East,Semi Furnished,3.6,9.7,Yes,38,"Playground,Clubhouse,Pool",5.32,6.01,4.37,2.73,9.5,186.2,3.24,6.73,8,2060879,1,207123,144239,88309,Builder,0,2,Brick,Borewell,No,1,1
5340,1,42,1,12.2,7258,Mumbai,Duplex,East,Semi Furnished,3.3,1.7,No,40,"Clubhouse,Pool",6.98,6.9,3.83,0.38,9,37.3,8.81,9.39,6,3871719,1,1973228,126256,457311,Agent,1,3,Mixed,Municipal,No,2,1
2657,3,16,1,35.94,5065,Mumbai,Duplex,South,Semi Furnished,1.3,5.6,No,69,"Playground,Gym,Clubhouse,Garden",6.86,6.32,3.33,5.32,1.6,77.3,9.34,1.71,1,1460666,0,571861,143739,127563,Agent,0,2,Concrete,Municipal,No,1,0
1538,4,14,1,25.01,9866,Kolkata,Villa,West,Semi Furnished,3.2,6.7,Yes,31,"Clubhouse,Garden,Playground",12.58,5.78,0.66,5.6,5.4,113.1,4.54,4.58,14,1033853,0,1985834,65710,79975,Owner,0,1,Brick,Both,Yes,1,0
4208,5,32,4,17.22,9253,Bhubaneswar,Independent House,South,Unfurnished,2.6,4.1,No,91,"Security,Clubhouse",12.6,6.2,0.17,2.53,9.4,139.3,2.46,14.51,7,2019009,1,134408,129923,460667,Owner,1,3,Mixed,Municipal,No,2,0
5141,3,15,2,25.12,22710,Pune,Studio,East,Semi Furnished,1.1,1.8,Yes,75,"Lift,Gym,Garden,Clubhouse",14.13,0.47,2.31,0.33,7.5,96.6,9.53,12.11,2,718812,0,914831,179979,275325,Builder,0,1,Brick,Borewell,Yes,2,0
2854,5,12,4,16.37,7570,Chennai,Duplex,West,Fully Furnished,4.6,4.7,Yes,53,"Lift,Playground",8.09,5.35,0.52,4.42,5.5,37.9,9.76,8.68,14,4779747,1,978476,112031,470065,Owner,1,4,Mixed,Borewell,Yes,1,1
1866,2,21,2,33.6,20421,Hyderabad,Duplex,North,Fully Furnished,2,8.3,Yes,44,"Pool,Playground,Security",4.51,2.65,3.42,4.89,1,139.3,9.54,8.35,10,4571926,1,1970058,20987,176768,Builder,1,1,Concrete,Borewell,Yes,1,1
4074,2,22,1,19.55,20569,Bhubaneswar,Villa,South,Fully Furnished,3.2,6.1,Yes,21,"Garden,Gym,Pool,Clubhouse",10.53,1.4,3.49,7.45,5.7,189.8,1.79,1.25,5,3542422,0,596459,116242,36685,Agent,1,1,Mixed,Borewell,No,2,1
1777,3,35,2,36.1,27572,Mumbai,Studio,South,Unfurnished,3.4,7.8,No,31,"Playground,Lift,Gym,Garden",11.58,3.08,4.07,7.77,9.3,184.6,1.16,6.97,7,4767007,1,1624690,91020,261309,Agent,1,3,Brick,Borewell,No,1,1
2997,5,42,1,20.64,12770,Hyderabad,Studio,North,Fully Furnished,3,7.5,Yes,99,"Garden,Gym,Security,Lift",5.56,0.9,0.72,1.16,5.9,71.1,4.56,14.28,2,2608489,1,1631490,116107,475263,Owner,0,1,Mixed,Borewell,Yes,1,1
541,2,49,4,26.58,9505,Kolkata,Studio,East,Unfurnished,2,3.6,No,98,"Playground,Lift,Clubhouse,Gym",12.46,1.95,0.13,4.45,2.4,172,8.42,6.52,13,2918831,0,331320,14401,386416,Builder,1,3,Brick,Both,No,0,0
3059,3,49,2,39.91,3179,Hyderabad,Studio,North,Unfurnished,2.6,3.3,No,41,"Security,Gym,Lift,Pool",10.56,2.95,0.56,3.35,7.7,150.2,5.81,7.61,13,2326230,0,909160,156932,201315,Owner,0,3,Concrete,Both,No,2,1
4996,5,9,3,6.31,23086,Mumbai,Independent House,West,Semi Furnished,2.2,8.1,No,18,"Playground,Clubhouse,Lift",14.57,4.15,2.16,6.76,4.7,133.8,4.71,13.67,13,3965330,1,72973,94998,226264,Owner,1,2,Mixed,Municipal,Yes,2,1
1239,3,16,2,29.6,25319,Bhubaneswar,Apartment,South,Unfurnished,2.7,2.5,Yes,73,"Security,Pool,Garden,Playground",5.51,6.55,0.42,6.74,6.5,186.2,6.89,2.6,11,915484,0,1441489,191847,266488,Owner,0,4,Concrete,Both,Yes,0,1
4018,5,29,1,5.99,12112,Chennai,Studio,West,Unfurnished,1.3,6.1,Yes,68,"Playground,Lift",13.88,0.61,1.83,4.72,9.9,23.1,7.95,5.6,3,1421829,0,827431,12872,457466,Owner,0,2,Brick,Borewell,No,2,1
4317,2,12,3,33.64,29807,Hyderabad,Apartment,East,Unfurnished,1.7,9.6,No,83,"Clubhouse,Security,Lift",5.54,4.38,2.5,1.21,9.4,193.7,4.38,6.39,0,363808,0,1691727,42154,243607,Owner,1,3,Concrete,Municipal,Yes,2,1
